,Fragment_selected,Monoisotopic_mass_fragment,Fragment_collision,Monoisotopic_mass_collision
R[UNIMOD:187]->K[UNIMOD:1920],R[UNIMOD:187],438.153934,K[UNIMOD:1920],438.142698
Y[UNIMOD:1256]->T[UNIMOD:1427],Y[UNIMOD:1256],439.118476,T[UNIMOD:1427],439.132592
T[UNIMOD:1427]->Y[UNIMOD:1256],T[UNIMOD:1427],439.132592,Y[UNIMOD:1256],439.118476
Q[UNIMOD:800]->D[UNIMOD:1341],Q[UNIMOD:800],439.225328,D[UNIMOD:1341],439.24308099999996
D[UNIMOD:1341]->Q[UNIMOD:800],D[UNIMOD:1341],439.24308099999996,Q[UNIMOD:800],439.225328
H[UNIMOD:730]->H[UNIMOD:2016],H[UNIMOD:730],441.26427,H[UNIMOD:2016],441.26605600000005
H[UNIMOD:2016]->H[UNIMOD:730],H[UNIMOD:2016],441.26605600000005,H[UNIMOD:730],441.26427
D[UNIMOD:1342]->K[UNIMOD:947],D[UNIMOD:1342],444.25353499999994,K[UNIMOD:947],444.298805
K[UNIMOD:947]->D[UNIMOD:1342],K[UNIMOD:947],444.298805,D[UNIMOD:1342],444.25353499999994
K[UNIMOD:1825]->S[UNIMOD:793],K[UNIMOD:1825],452.13082699999995,S[UNIMOD:793],452.16422600000004
S[UNIMOD:793]->K[UNIMOD:1825],S[UNIMOD:793],452.16422600000004,K[UNIMOD:1825],452.13082699999995
K[UNIMOD:1990]->E[UNIMOD:1342],K[UNIMOD:1990],458.231136,E[UNIMOD:1342],458.269185
E[UNIMOD:1342]->K[UNIMOD:1990],E[UNIMOD:1342],458.269185,K[UNIMOD:1990],458.231136
K[UNIMOD:2060]->P[UNIMOD:270],K[UNIMOD:2060],459.140664,P[UNIMOD:270],459.18931299999997
P[UNIMOD:270]->K[UNIMOD:2060],P[UNIMOD:270],459.18931299999997,K[UNIMOD:2060],459.140664
R[UNIMOD:506]->H[UNIMOD:685],R[UNIMOD:506],462.272986,H[UNIMOD:685],462.284219
H[UNIMOD:685]->R[UNIMOD:506],H[UNIMOD:685],462.284219,R[UNIMOD:506],462.272986
P[UNIMOD:115]->R[UNIMOD:116],P[UNIMOD:115],466.236221,R[UNIMOD:116],466.236223
P[UNIMOD:115]->K[UNIMOD:90],P[UNIMOD:115],466.236221,K[UNIMOD:90],466.272607
P[UNIMOD:115]->H[UNIMOD:1342],P[UNIMOD:115],466.236221,H[UNIMOD:1342],466.28550499999994
R[UNIMOD:116]->K[UNIMOD:90],R[UNIMOD:116],466.236223,K[UNIMOD:90],466.272607
R[UNIMOD:116]->H[UNIMOD:1342],R[UNIMOD:116],466.236223,H[UNIMOD:1342],466.28550499999994
R[UNIMOD:116]->P[UNIMOD:115],R[UNIMOD:116],466.236223,P[UNIMOD:115],466.236221
K[UNIMOD:90]->H[UNIMOD:1342],K[UNIMOD:90],466.272607,H[UNIMOD:1342],466.28550499999994
K[UNIMOD:90]->R[UNIMOD:116],K[UNIMOD:90],466.272607,R[UNIMOD:116],466.236223
K[UNIMOD:90]->P[UNIMOD:115],K[UNIMOD:90],466.272607,P[UNIMOD:115],466.236221
H[UNIMOD:1342]->K[UNIMOD:90],H[UNIMOD:1342],466.28550499999994,K[UNIMOD:90],466.272607
H[UNIMOD:1342]->R[UNIMOD:116],H[UNIMOD:1342],466.28550499999994,R[UNIMOD:116],466.236223
H[UNIMOD:1342]->P[UNIMOD:115],H[UNIMOD:1342],466.28550499999994,P[UNIMOD:115],466.236221
K[UNIMOD:92]->Y[UNIMOD:731],K[UNIMOD:92],467.256622,Y[UNIMOD:731],467.26237000000003
K[UNIMOD:92]->Y[UNIMOD:730],K[UNIMOD:92],467.256622,Y[UNIMOD:730],467.26869
Y[UNIMOD:731]->Y[UNIMOD:730],Y[UNIMOD:731],467.26237000000003,Y[UNIMOD:730],467.26869
Y[UNIMOD:731]->K[UNIMOD:92],Y[UNIMOD:731],467.26237000000003,K[UNIMOD:92],467.256622
Y[UNIMOD:730]->Y[UNIMOD:731],Y[UNIMOD:730],467.26869,Y[UNIMOD:731],467.26237000000003
Y[UNIMOD:730]->K[UNIMOD:92],Y[UNIMOD:730],467.26869,K[UNIMOD:92],467.256622
P[UNIMOD:114]->R[UNIMOD:117],P[UNIMOD:114],468.25187100000005,R[UNIMOD:117],468.251873
R[UNIMOD:117]->P[UNIMOD:114],R[UNIMOD:117],468.251873,P[UNIMOD:114],468.25187100000005
F[UNIMOD:292]->Y[UNIMOD:417],F[UNIMOD:292],469.088627,Y[UNIMOD:417],469.088632
Y[UNIMOD:417]->F[UNIMOD:292],Y[UNIMOD:417],469.088632,F[UNIMOD:292],469.088627
D[UNIMOD:289]->K[UNIMOD:1293],D[UNIMOD:289],471.215152,K[UNIMOD:1293],471.244144
K[UNIMOD:1293]->D[UNIMOD:289],K[UNIMOD:1293],471.244144,D[UNIMOD:289],471.215152
K[UNIMOD:504]->K[UNIMOD:91],K[UNIMOD:504],476.288634,K[UNIMOD:91],476.335374
K[UNIMOD:91]->K[UNIMOD:504],K[UNIMOD:91],476.335374,K[UNIMOD:504],476.288634
S[UNIMOD:1932]->S[UNIMOD:1413],S[UNIMOD:1932],491.094492,S[UNIMOD:1413],491.104008
S[UNIMOD:1413]->S[UNIMOD:1932],S[UNIMOD:1413],491.104008,S[UNIMOD:1932],491.094492
T[UNIMOD:1932]->T[UNIMOD:1413],T[UNIMOD:1932],505.110142,T[UNIMOD:1413],505.119658
T[UNIMOD:1413]->T[UNIMOD:1932],T[UNIMOD:1413],505.119658,T[UNIMOD:1932],505.110142
W[UNIMOD:292]->S[UNIMOD:478],W[UNIMOD:292],508.09952699999997,S[UNIMOD:478],508.105271
S[UNIMOD:478]->W[UNIMOD:292],S[UNIMOD:478],508.105271,W[UNIMOD:292],508.09952699999997
K[UNIMOD:1841]->C[UNIMOD:20],K[UNIMOD:1841],517.185114,C[UNIMOD:20],517.202881
C[UNIMOD:20]->K[UNIMOD:1841],C[UNIMOD:20],517.202881,K[UNIMOD:1841],517.185114
S[UNIMOD:1933]->T[UNIMOD:1428],S[UNIMOD:1933],527.185021,T[UNIMOD:1428],527.185021
T[UNIMOD:1428]->S[UNIMOD:1933],T[UNIMOD:1428],527.185021,S[UNIMOD:1933],527.185021
S[UNIMOD:1430]->S[UNIMOD:1429],S[UNIMOD:1430],532.121041,S[UNIMOD:1429],532.130557
S[UNIMOD:1429]->S[UNIMOD:1430],S[UNIMOD:1429],532.130557,S[UNIMOD:1430],532.121041
T[UNIMOD:1430]->T[UNIMOD:1429],T[UNIMOD:1430],546.136691,T[UNIMOD:1429],546.146207
T[UNIMOD:1429]->T[UNIMOD:1430],T[UNIMOD:1429],546.146207,T[UNIMOD:1430],546.136691
S[UNIMOD:1375]->C[UNIMOD:1839],S[UNIMOD:1375],557.195586,C[UNIMOD:1839],557.2195770000001
C[UNIMOD:1839]->S[UNIMOD:1375],C[UNIMOD:1839],557.2195770000001,S[UNIMOD:1375],557.195586
C[UNIMOD:1002]->C[UNIMOD:443],C[UNIMOD:1002],559.078451,C[UNIMOD:443],559.1138050000001
C[UNIMOD:443]->C[UNIMOD:1002],C[UNIMOD:443],559.1138050000001,C[UNIMOD:1002],559.078451
S[UNIMOD:1934]->S[UNIMOD:144],S[UNIMOD:1934],573.14759,S[UNIMOD:144],573.190501
S[UNIMOD:144]->S[UNIMOD:1934],S[UNIMOD:144],573.190501,S[UNIMOD:1934],573.14759
R[UNIMOD:478]->S[UNIMOD:118],R[UNIMOD:478],577.174351,S[UNIMOD:118],577.206248
S[UNIMOD:118]->R[UNIMOD:478],S[UNIMOD:118],577.206248,R[UNIMOD:478],577.174351
T[UNIMOD:1934]->T[UNIMOD:144],T[UNIMOD:1934],587.16324,T[UNIMOD:144],587.206151
T[UNIMOD:144]->T[UNIMOD:1934],T[UNIMOD:144],587.206151,T[UNIMOD:1934],587.16324
S[UNIMOD:934]->C[UNIMOD:8],S[UNIMOD:934],589.234371,C[UNIMOD:8],589.260396
C[UNIMOD:8]->S[UNIMOD:934],C[UNIMOD:8],589.260396,S[UNIMOD:934],589.234371
C[UNIMOD:9]->K[UNIMOD:1799],C[UNIMOD:9],597.31061,K[UNIMOD:1799],597.323456
K[UNIMOD:1799]->C[UNIMOD:9],K[UNIMOD:1799],597.323456,C[UNIMOD:9],597.31061
S[UNIMOD:1436]->T[UNIMOD:146],S[UNIMOD:1436],612.2377849999999,T[UNIMOD:146],612.237785
T[UNIMOD:146]->S[UNIMOD:1436],T[UNIMOD:146],612.237785,S[UNIMOD:1436],612.2377849999999
T[UNIMOD:332]->C[UNIMOD:1012],T[UNIMOD:332],626.190574,C[UNIMOD:1012],626.219259
C[UNIMOD:1012]->S[UNIMOD:1437],C[UNIMOD:1012],626.219259,S[UNIMOD:1437],626.253435
C[UNIMOD:1012]->T[UNIMOD:1436],C[UNIMOD:1012],626.219259,T[UNIMOD:1436],626.253435
C[UNIMOD:1012]->T[UNIMOD:332],C[UNIMOD:1012],626.219259,T[UNIMOD:332],626.190574
S[UNIMOD:1437]->T[UNIMOD:1436],S[UNIMOD:1437],626.253435,T[UNIMOD:1436],626.253435
S[UNIMOD:1437]->C[UNIMOD:1012],S[UNIMOD:1437],626.253435,C[UNIMOD:1012],626.219259
T[UNIMOD:1436]->S[UNIMOD:1437],T[UNIMOD:1436],626.253435,S[UNIMOD:1437],626.253435
T[UNIMOD:1436]->C[UNIMOD:1012],T[UNIMOD:1436],626.253435,C[UNIMOD:1012],626.219259
S[UNIMOD:1439]->S[UNIMOD:1440],S[UNIMOD:1439],628.1963139999999,S[UNIMOD:1440],628.2326999999999
S[UNIMOD:1439]->T[UNIMOD:1438],S[UNIMOD:1439],628.1963139999999,T[UNIMOD:1438],628.2327
S[UNIMOD:1439]->C[UNIMOD:522],S[UNIMOD:1439],628.1963139999999,C[UNIMOD:522],628.234909
S[UNIMOD:1440]->T[UNIMOD:1438],S[UNIMOD:1440],628.2326999999999,T[UNIMOD:1438],628.2327
S[UNIMOD:1440]->C[UNIMOD:522],S[UNIMOD:1440],628.2326999999999,C[UNIMOD:522],628.234909
S[UNIMOD:1440]->S[UNIMOD:1439],S[UNIMOD:1440],628.2326999999999,S[UNIMOD:1439],628.1963139999999
T[UNIMOD:1438]->C[UNIMOD:522],T[UNIMOD:1438],628.2327,C[UNIMOD:522],628.234909
T[UNIMOD:1438]->S[UNIMOD:1440],T[UNIMOD:1438],628.2327,S[UNIMOD:1440],628.2326999999999
T[UNIMOD:1438]->S[UNIMOD:1439],T[UNIMOD:1438],628.2327,S[UNIMOD:1439],628.1963139999999
C[UNIMOD:522]->T[UNIMOD:1438],C[UNIMOD:522],628.234909,T[UNIMOD:1438],628.2327
C[UNIMOD:522]->S[UNIMOD:1440],C[UNIMOD:522],628.234909,S[UNIMOD:1440],628.2326999999999
C[UNIMOD:522]->S[UNIMOD:1439],C[UNIMOD:522],628.234909,S[UNIMOD:1439],628.1963139999999
T[UNIMOD:1439]->T[UNIMOD:1440],T[UNIMOD:1439],642.211964,T[UNIMOD:1440],642.24835
T[UNIMOD:1440]->T[UNIMOD:1439],T[UNIMOD:1440],642.24835,T[UNIMOD:1439],642.211964
S[UNIMOD:1441]->E[UNIMOD:453],S[UNIMOD:1441],645.21163,E[UNIMOD:453],645.2129630000001
E[UNIMOD:453]->S[UNIMOD:1441],E[UNIMOD:453],645.2129630000001,S[UNIMOD:1441],645.21163
S[UNIMOD:1935]->T[UNIMOD:1441],S[UNIMOD:1935],659.22728,T[UNIMOD:1441],659.2272800000001
T[UNIMOD:1441]->S[UNIMOD:1935],T[UNIMOD:1441],659.2272800000001,S[UNIMOD:1935],659.22728
Y[UNIMOD:332]->S[UNIMOD:93],Y[UNIMOD:332],688.206224,S[UNIMOD:93],688.2382759999999
S[UNIMOD:93]->Y[UNIMOD:332],S[UNIMOD:93],688.2382759999999,Y[UNIMOD:332],688.206224
S[UNIMOD:1937]->T[UNIMOD:1936],S[UNIMOD:1937],689.237845,T[UNIMOD:1936],689.237845
T[UNIMOD:1936]->S[UNIMOD:1937],T[UNIMOD:1936],689.237845,S[UNIMOD:1937],689.237845
S[UNIMOD:1444]->T[UNIMOD:93],S[UNIMOD:1444],702.2330939999999,T[UNIMOD:93],702.253926
T[UNIMOD:93]->S[UNIMOD:1444],T[UNIMOD:93],702.253926,S[UNIMOD:1444],702.2330939999999
S[UNIMOD:1445]->T[UNIMOD:1937],S[UNIMOD:1445],703.2534949999999,T[UNIMOD:1937],703.253495
T[UNIMOD:1937]->S[UNIMOD:1445],T[UNIMOD:1937],703.253495,S[UNIMOD:1445],703.2534949999999
S[UNIMOD:1446]->T[UNIMOD:1376],S[UNIMOD:1446],733.227674,T[UNIMOD:1376],733.264059
T[UNIMOD:1376]->S[UNIMOD:1446],T[UNIMOD:1376],733.264059,S[UNIMOD:1446],733.227674
S[UNIMOD:1447]->S[UNIMOD:1448],S[UNIMOD:1447],735.2004129999999,S[UNIMOD:1448],735.2433239999999
S[UNIMOD:1448]->S[UNIMOD:1447],S[UNIMOD:1448],735.2433239999999,S[UNIMOD:1447],735.2004129999999
T[UNIMOD:1447]->T[UNIMOD:1448],T[UNIMOD:1447],749.216063,T[UNIMOD:1448],749.258974
T[UNIMOD:1448]->T[UNIMOD:1447],T[UNIMOD:1448],749.258974,T[UNIMOD:1447],749.216063
S[UNIMOD:1565]->S[UNIMOD:1566],S[UNIMOD:1565],776.226962,S[UNIMOD:1566],776.269873
S[UNIMOD:1566]->S[UNIMOD:1565],S[UNIMOD:1566],776.269873,S[UNIMOD:1565],776.226962
C[UNIMOD:821]->S[UNIMOD:1786],C[UNIMOD:821],785.25531,S[UNIMOD:1786],785.2702069999999
S[UNIMOD:1786]->C[UNIMOD:821],S[UNIMOD:1786],785.2702069999999,C[UNIMOD:821],785.25531
T[UNIMOD:1565]->S[UNIMOD:1570],T[UNIMOD:1565],790.242612,S[UNIMOD:1570],790.249138
T[UNIMOD:1565]->S[UNIMOD:1571],T[UNIMOD:1565],790.242612,S[UNIMOD:1571],790.285523
T[UNIMOD:1565]->T[UNIMOD:1566],T[UNIMOD:1565],790.242612,T[UNIMOD:1566],790.285523
S[UNIMOD:1570]->S[UNIMOD:1571],S[UNIMOD:1570],790.249138,S[UNIMOD:1571],790.285523
S[UNIMOD:1570]->T[UNIMOD:1566],S[UNIMOD:1570],790.249138,T[UNIMOD:1566],790.285523
S[UNIMOD:1570]->T[UNIMOD:1565],S[UNIMOD:1570],790.249138,T[UNIMOD:1565],790.242612
S[UNIMOD:1571]->T[UNIMOD:1566],S[UNIMOD:1571],790.285523,T[UNIMOD:1566],790.285523
S[UNIMOD:1571]->S[UNIMOD:1570],S[UNIMOD:1571],790.285523,S[UNIMOD:1570],790.249138
S[UNIMOD:1571]->T[UNIMOD:1565],S[UNIMOD:1571],790.285523,T[UNIMOD:1565],790.242612
T[UNIMOD:1566]->S[UNIMOD:1571],T[UNIMOD:1566],790.285523,S[UNIMOD:1571],790.285523
T[UNIMOD:1566]->S[UNIMOD:1570],T[UNIMOD:1566],790.285523,S[UNIMOD:1570],790.249138
T[UNIMOD:1566]->T[UNIMOD:1565],T[UNIMOD:1566],790.285523,T[UNIMOD:1565],790.242612
T[UNIMOD:1570]->T[UNIMOD:1571],T[UNIMOD:1570],804.2647880000001,T[UNIMOD:1571],804.3011730000001
T[UNIMOD:1571]->T[UNIMOD:1570],T[UNIMOD:1571],804.3011730000001,T[UNIMOD:1570],804.2647880000001
S[UNIMOD:1578]->T[UNIMOD:153],S[UNIMOD:1578],831.275687,T[UNIMOD:153],831.3120720000001
T[UNIMOD:153]->S[UNIMOD:1578],T[UNIMOD:153],831.3120720000001,S[UNIMOD:1578],831.275687
S[UNIMOD:1586]->T[UNIMOD:1584],S[UNIMOD:1586],879.285583,T[UNIMOD:1584],879.321968
T[UNIMOD:1584]->S[UNIMOD:1586],T[UNIMOD:1584],879.321968,S[UNIMOD:1586],879.285583
S[UNIMOD:1587]->S[UNIMOD:1377],S[UNIMOD:1587],881.2583219999999,S[UNIMOD:1377],881.3012329999999
S[UNIMOD:1377]->S[UNIMOD:1587],S[UNIMOD:1377],881.3012329999999,S[UNIMOD:1587],881.2583219999999
T[UNIMOD:1587]->T[UNIMOD:1377],T[UNIMOD:1587],895.273972,T[UNIMOD:1377],895.316883
T[UNIMOD:1377]->T[UNIMOD:1587],T[UNIMOD:1377],895.316883,T[UNIMOD:1587],895.273972
S[UNIMOD:1589]->S[UNIMOD:1590],S[UNIMOD:1589],897.253237,S[UNIMOD:1590],897.296147
S[UNIMOD:1590]->S[UNIMOD:1589],S[UNIMOD:1590],897.296147,S[UNIMOD:1589],897.253237
T[UNIMOD:1589]->S[UNIMOD:1938],T[UNIMOD:1589],911.2688870000001,S[UNIMOD:1938],911.275412
T[UNIMOD:1589]->T[UNIMOD:1590],T[UNIMOD:1589],911.2688870000001,T[UNIMOD:1590],911.3117970000001
S[UNIMOD:1938]->T[UNIMOD:1590],S[UNIMOD:1938],911.275412,T[UNIMOD:1590],911.3117970000001
S[UNIMOD:1938]->T[UNIMOD:1589],S[UNIMOD:1938],911.275412,T[UNIMOD:1589],911.2688870000001
T[UNIMOD:1590]->S[UNIMOD:1938],T[UNIMOD:1590],911.3117970000001,S[UNIMOD:1938],911.275412
T[UNIMOD:1590]->T[UNIMOD:1589],T[UNIMOD:1590],911.3117970000001,T[UNIMOD:1589],911.2688870000001
S[UNIMOD:1939]->S[UNIMOD:1596],S[UNIMOD:1939],922.291396,S[UNIMOD:1596],922.327782
S[UNIMOD:1596]->S[UNIMOD:1939],S[UNIMOD:1596],922.327782,S[UNIMOD:1939],922.291396
T[UNIMOD:1939]->S[UNIMOD:1597],T[UNIMOD:1939],936.307046,S[UNIMOD:1597],936.307047
T[UNIMOD:1939]->T[UNIMOD:1596],T[UNIMOD:1939],936.307046,T[UNIMOD:1596],936.343432
S[UNIMOD:1597]->T[UNIMOD:1596],S[UNIMOD:1597],936.307047,T[UNIMOD:1596],936.343432
S[UNIMOD:1597]->T[UNIMOD:1939],S[UNIMOD:1597],936.307047,T[UNIMOD:1939],936.307046
T[UNIMOD:1596]->S[UNIMOD:1597],T[UNIMOD:1596],936.343432,S[UNIMOD:1597],936.307047
T[UNIMOD:1596]->T[UNIMOD:1939],T[UNIMOD:1596],936.343432,T[UNIMOD:1939],936.307046
S[UNIMOD:1598]->S[UNIMOD:1599],S[UNIMOD:1598],938.279786,S[UNIMOD:1599],938.322697
S[UNIMOD:1599]->S[UNIMOD:1598],S[UNIMOD:1599],938.322697,S[UNIMOD:1598],938.279786
T[UNIMOD:1598]->S[UNIMOD:1940],T[UNIMOD:1598],952.295436,S[UNIMOD:1940],952.301961
T[UNIMOD:1598]->T[UNIMOD:1599],T[UNIMOD:1598],952.295436,T[UNIMOD:1599],952.338347
S[UNIMOD:1940]->T[UNIMOD:1599],S[UNIMOD:1940],952.301961,T[UNIMOD:1599],952.338347
S[UNIMOD:1940]->T[UNIMOD:1598],S[UNIMOD:1940],952.301961,T[UNIMOD:1598],952.295436
T[UNIMOD:1599]->S[UNIMOD:1940],T[UNIMOD:1599],952.338347,S[UNIMOD:1940],952.301961
T[UNIMOD:1599]->T[UNIMOD:1598],T[UNIMOD:1599],952.338347,T[UNIMOD:1598],952.295436
S[UNIMOD:1609]->T[UNIMOD:1607],S[UNIMOD:1609],1016.263861,T[UNIMOD:1607],1016.300247
T[UNIMOD:1607]->S[UNIMOD:1609],T[UNIMOD:1607],1016.300247,S[UNIMOD:1609],1016.263861
S[UNIMOD:1941]->S[UNIMOD:1612],S[UNIMOD:1941],1027.316231,S[UNIMOD:1612],1027.359142
S[UNIMOD:1612]->S[UNIMOD:1941],S[UNIMOD:1612],1027.359142,S[UNIMOD:1941],1027.316231
S[UNIMOD:160]->T[UNIMOD:1610],S[UNIMOD:160],1034.355059,T[UNIMOD:1610],1034.391445
T[UNIMOD:1610]->S[UNIMOD:160],T[UNIMOD:1610],1034.391445,S[UNIMOD:160],1034.355059
T[UNIMOD:1941]->T[UNIMOD:1612],T[UNIMOD:1941],1041.331881,T[UNIMOD:1612],1041.374792
T[UNIMOD:1612]->T[UNIMOD:1941],T[UNIMOD:1612],1041.374792,T[UNIMOD:1941],1041.331881
S[UNIMOD:1615]->S[UNIMOD:1378],S[UNIMOD:1615],1043.311146,S[UNIMOD:1378],1043.3540560000001
S[UNIMOD:1378]->S[UNIMOD:1615],S[UNIMOD:1378],1043.3540560000001,S[UNIMOD:1615],1043.311146
S[UNIMOD:1942]->T[UNIMOD:160],S[UNIMOD:1942],1048.334324,T[UNIMOD:160],1048.370709
T[UNIMOD:160]->S[UNIMOD:1942],T[UNIMOD:160],1048.370709,S[UNIMOD:1942],1048.334324
T[UNIMOD:1615]->S[UNIMOD:1943],T[UNIMOD:1615],1057.326796,S[UNIMOD:1943],1057.333321
T[UNIMOD:1615]->T[UNIMOD:1378],T[UNIMOD:1615],1057.326796,T[UNIMOD:1378],1057.369706
S[UNIMOD:1943]->T[UNIMOD:1378],S[UNIMOD:1943],1057.333321,T[UNIMOD:1378],1057.369706
S[UNIMOD:1943]->T[UNIMOD:1615],S[UNIMOD:1943],1057.333321,T[UNIMOD:1615],1057.326796
T[UNIMOD:1378]->S[UNIMOD:1943],T[UNIMOD:1378],1057.369706,S[UNIMOD:1943],1057.333321
T[UNIMOD:1378]->T[UNIMOD:1615],T[UNIMOD:1378],1057.369706,T[UNIMOD:1615],1057.326796
T[UNIMOD:1622]->S[UNIMOD:1625],T[UNIMOD:1622],1098.353345,S[UNIMOD:1625],1098.35987
S[UNIMOD:1625]->T[UNIMOD:1622],S[UNIMOD:1625],1098.35987,T[UNIMOD:1622],1098.353345
S[UNIMOD:1626]->S[UNIMOD:1627],S[UNIMOD:1626],1100.332609,S[UNIMOD:1627],1100.37552
S[UNIMOD:1627]->S[UNIMOD:1626],S[UNIMOD:1627],1100.37552,S[UNIMOD:1626],1100.332609
T[UNIMOD:1626]->S[UNIMOD:1945],T[UNIMOD:1626],1114.3482589999999,S[UNIMOD:1945],1114.354785
T[UNIMOD:1626]->T[UNIMOD:1627],T[UNIMOD:1626],1114.3482589999999,T[UNIMOD:1627],1114.3911699999999
S[UNIMOD:1945]->T[UNIMOD:1627],S[UNIMOD:1945],1114.354785,T[UNIMOD:1627],1114.3911699999999
S[UNIMOD:1945]->T[UNIMOD:1626],S[UNIMOD:1945],1114.354785,T[UNIMOD:1626],1114.3482589999999
T[UNIMOD:1627]->S[UNIMOD:1945],T[UNIMOD:1627],1114.3911699999999,S[UNIMOD:1945],1114.354785
T[UNIMOD:1627]->T[UNIMOD:1626],T[UNIMOD:1627],1114.3911699999999,T[UNIMOD:1626],1114.3482589999999
S[UNIMOD:1634]->T[UNIMOD:1761],S[UNIMOD:1634],1139.3864190000002,T[UNIMOD:1761],1139.422805
T[UNIMOD:1761]->S[UNIMOD:1634],T[UNIMOD:1761],1139.422805,S[UNIMOD:1634],1139.3864190000002
S[UNIMOD:1641]->T[UNIMOD:1762],S[UNIMOD:1641],1180.412968,T[UNIMOD:1762],1180.4493539999999
T[UNIMOD:1762]->S[UNIMOD:1641],T[UNIMOD:1762],1180.4493539999999,S[UNIMOD:1641],1180.412968
S[UNIMOD:1764]->S[UNIMOD:1379],S[UNIMOD:1764],1205.363969,S[UNIMOD:1379],1205.40688
S[UNIMOD:1379]->S[UNIMOD:1764],S[UNIMOD:1379],1205.40688,S[UNIMOD:1764],1205.363969
T[UNIMOD:1764]->T[UNIMOD:1379],T[UNIMOD:1764],1219.3796189999998,T[UNIMOD:1379],1219.4225299999998
T[UNIMOD:1379]->T[UNIMOD:1764],T[UNIMOD:1379],1219.4225299999998,T[UNIMOD:1764],1219.3796189999998
T[UNIMOD:1645]->D[UNIMOD:1276],T[UNIMOD:1645],1221.4759029999998,D[UNIMOD:1276],1221.51629
D[UNIMOD:1276]->T[UNIMOD:1645],D[UNIMOD:1276],1221.51629,T[UNIMOD:1645],1221.4759029999998
S[UNIMOD:1649]->T[UNIMOD:1646],S[UNIMOD:1649],1237.434432,T[UNIMOD:1646],1237.470817
T[UNIMOD:1646]->S[UNIMOD:1649],T[UNIMOD:1646],1237.470817,S[UNIMOD:1649],1237.434432
S[UNIMOD:1948]->S[UNIMOD:1766],S[UNIMOD:1948],1287.417067,S[UNIMOD:1766],1287.459978
S[UNIMOD:1766]->S[UNIMOD:1948],S[UNIMOD:1766],1287.459978,S[UNIMOD:1948],1287.417067
T[UNIMOD:1948]->S[UNIMOD:1660],T[UNIMOD:1948],1301.432717,S[UNIMOD:1660],1301.439243
T[UNIMOD:1948]->T[UNIMOD:1766],T[UNIMOD:1948],1301.432717,T[UNIMOD:1766],1301.475628
S[UNIMOD:1660]->T[UNIMOD:1766],S[UNIMOD:1660],1301.439243,T[UNIMOD:1766],1301.475628
S[UNIMOD:1660]->T[UNIMOD:1948],S[UNIMOD:1660],1301.439243,T[UNIMOD:1948],1301.432717
T[UNIMOD:1766]->S[UNIMOD:1660],T[UNIMOD:1766],1301.475628,S[UNIMOD:1660],1301.439243
T[UNIMOD:1766]->T[UNIMOD:1948],T[UNIMOD:1766],1301.475628,T[UNIMOD:1948],1301.432717
S[UNIMOD:1664]->T[UNIMOD:1661],S[UNIMOD:1664],1325.450476,T[UNIMOD:1661],1325.4868609999999
T[UNIMOD:1661]->S[UNIMOD:1664],T[UNIMOD:1661],1325.4868609999999,S[UNIMOD:1664],1325.450476
S[UNIMOD:1949]->T[UNIMOD:1768],S[UNIMOD:1949],1342.465792,T[UNIMOD:1768],1342.5021769999998
T[UNIMOD:1768]->S[UNIMOD:1949],T[UNIMOD:1768],1342.5021769999998,S[UNIMOD:1949],1342.465792
S[UNIMOD:1670]->T[UNIMOD:1668],S[UNIMOD:1670],1365.401143,T[UNIMOD:1668],1365.437528
T[UNIMOD:1668]->S[UNIMOD:1670],T[UNIMOD:1668],1365.437528,S[UNIMOD:1670],1365.401143
S[UNIMOD:1675]->T[UNIMOD:1671],S[UNIMOD:1675],1383.4923410000001,T[UNIMOD:1671],1383.528726
T[UNIMOD:1671]->S[UNIMOD:1675],T[UNIMOD:1671],1383.528726,S[UNIMOD:1675],1383.4923410000001
S[UNIMOD:1681]->T[UNIMOD:309],S[UNIMOD:1681],1399.487255,T[UNIMOD:309],1399.523641
T[UNIMOD:309]->S[UNIMOD:1681],T[UNIMOD:309],1399.523641,S[UNIMOD:1681],1399.487255
S[UNIMOD:1461]->S[UNIMOD:1686],S[UNIMOD:1461],1432.497486,S[UNIMOD:1686],1432.497486
S[UNIMOD:1686]->S[UNIMOD:1461],S[UNIMOD:1686],1432.497486,S[UNIMOD:1461],1432.497486
S[UNIMOD:1951]->S[UNIMOD:1770],S[UNIMOD:1951],1433.474976,S[UNIMOD:1770],1433.517887
S[UNIMOD:1770]->S[UNIMOD:1951],S[UNIMOD:1770],1433.517887,S[UNIMOD:1951],1433.474976
S[UNIMOD:1687]->T[UNIMOD:1685],S[UNIMOD:1687],1440.513805,T[UNIMOD:1685],1440.55019
T[UNIMOD:1685]->S[UNIMOD:1687],T[UNIMOD:1685],1440.55019,S[UNIMOD:1687],1440.513805
T[UNIMOD:1461]->T[UNIMOD:1686],T[UNIMOD:1461],1446.5131359999998,T[UNIMOD:1686],1446.5131359999998
T[UNIMOD:1686]->T[UNIMOD:1461],T[UNIMOD:1686],1446.5131359999998,T[UNIMOD:1461],1446.5131359999998
T[UNIMOD:1951]->T[UNIMOD:1770],T[UNIMOD:1951],1447.4906259999998,T[UNIMOD:1770],1447.5335369999998
T[UNIMOD:1770]->T[UNIMOD:1951],T[UNIMOD:1770],1447.5335369999998,T[UNIMOD:1951],1447.4906259999998
